Gene,TCGA-AB-2805-03A-01T,TCGA-AB-2811-03B-01T,TCGA-AB-2812-03A-01T,TCGA-AB-2816-03A-01T,TCGA-AB-2818-03A-01T,TCGA-AB-2824-03A-01T,TCGA-AB-2825-03A-01T,TCGA-AB-2826-03A-01T,TCGA-AB-2833-03A-01T,TCGA-AB-2835-03A-01T,TCGA-AB-2836-03A-01T,TCGA-AB-2837-03A-01T,TCGA-AB-2839-03A-01T,TCGA-AB-2845-03B-01T,TCGA-AB-2848-03A-01T,TCGA-AB-2851-03A-01T,TCGA-AB-2853-03A-01T,TCGA-AB-2866-03A-01T,TCGA-AB-2867-03A-01T,TCGA-AB-2869-03A-01T,TCGA-AB-2871-03A-01T,TCGA-AB-2873-03A-01T,TCGA-AB-2877-03A-01T,TCGA-AB-2879-03A-01T,TCGA-AB-2880-03A-01T,TCGA-AB-2884-03A-01T,TCGA-AB-2900-03A-01T,TCGA-AB-2903-03A-01T,TCGA-AB-2909-03A-01T,TCGA-AB-2919-03A-01T,TCGA-AB-2921-03A-01T,TCGA-AB-2924-03A-01T,TCGA-AB-2925-03A-01T,TCGA-AB-2927-03A-01T,TCGA-AB-2931-03A-01T,TCGA-AB-2932-03A-01T,TCGA-AB-2934-03A-01T,TCGA-AB-2936-03A-01T,TCGA-AB-2938-03A-01T,TCGA-AB-2948-03A-01T,TCGA-AB-2955-03A-01T,TCGA-AB-2963-03A-01T,TCGA-AB-2964-03A-01T,TCGA-AB-2965-03A-01T,TCGA-AB-2966-03A-01T,TCGA-AB-2967-03A-01T,TCGA-AB-2969-03A-01T,TCGA-AB-2970-03A-01T,TCGA-AB-2971-03A-01T,TCGA-AB-2972-03A-01T,TCGA-AB-2973-03A-01T,TCGA-AB-2975-03A-01T,TCGA-AB-2976-03A-01T,TCGA-AB-2977-03A-01T,TCGA-AB-2978-03A-01T,TCGA-AB-2979-03A-01T,TCGA-AB-2981-03C-01T,TCGA-AB-2983-03A-01T,TCGA-AB-2984-03A-01T,TCGA-AB-2986-03A-01T,TCGA-AB-2987-03A-01T,TCGA-AB-2988-03C-01T,TCGA-AB-2990-03B-01T,TCGA-AB-2992-03A-01T,TCGA-AB-2993-03A-01T,TCGA-AB-2995-03A-01T,TCGA-AB-2996-03A-01T,TCGA-AB-3000-03A-01T,TCGA-AB-3002-03A-01T,TCGA-AB-3006-03A-01T,TCGA-AB-3008-03A-01T,TCGA-AB-3009-03A-01T,TCGA-AB-3011-03A-01T
hsa-mir-142,70253.81213,82131.8446,49116.34974,41163.69394,81878.14996,55619.92301,73803.50943,89947.25817,83209.35127,63034.45751,40999.71707,25839.45385,39250.17729,117232.7735,30026.70029,28204.63516,79679.82423,59214.0227,173136.6737,75801.80502,108561.6604,47088.37026,75917.72312,73603.62715,153983.9341,64559.76945,72842.50174,32005.79577,115151.469,118987.3976,152616.4178,100518.4986,72358.11101,93221.88764,87761.89259,92361.69426,88585.59037,96680.66315,73557.82289,154927.6759,118735.6576,110780.7925,104505.4375,54876.1072,97784.19767,113539.6718,92688.28567,120739.6931,73208.47776,90075.96512,98200.5184,112753.9169,58282.808,47597.15378,52329.46661,14310.15218,39136.65756,64580.42198,98463.11177,36143.35352,27933.7405,58007.06393,44423.51755,57589.40234,22796.09192,36842.12465,43759.63118,144968.009,14901.16278,99266.08753,161788.7732,98282.23138,46742.02014
hsa-mir-143,167.626473,1936.757642,3467.301732,316.331502,2973.334442,3566.082096,290.752738,673.670116,1309.214153,1058.686672,1025.632536,987.478565,3049.707068,6051.235593,203.430775,652.767938,1089.870172,867.157565,730.6461,640.551703,1911.885942,4370.630474,335.642328,412.376136,615.188046,694.629509,1173.356351,85.874794,235.320204,165.484469,1379.742127,271.950272,2673.333073,1632.312189,253.492397,835.982486,99.13259,842.888856,17921.41328,2584.835118,532.288144,1386.045077,2809.168876,1943.255944,2543.686584,4792.841564,1364.309292,2938.170878,132.667554,2390.416846,2032.180329,364.964775,4159.676962,280.768962,22512.6819,1054.078374,588.935811,5521.06481,586.168801,1146.698059,3399.673988,1677.617783,829.42543,370.783392,1218.270857,2627.63454,3795.397328,1023.847831,2739.903513,2765.447564,1491.767814,1863.880765,628.464136
hsa-mir-144,303.193239,183.322651,43.362953,23.682572,366.471971,2040.063232,64.906078,364.129796,338.919739,72.547453,191.88283,97.712492,15.787957,481.52858,279.717316,374.456027,60.893544,1071.318448,1549.227102,2044.347848,2114.34945,666.823962,206.919285,66.156599,130.135933,367.702203,176.555188,35.390824,9.782364,160.839291,216.556262,337.696492,134.369751,301.920372,372.433111,59.147739,280.875671,4185.83136,842.134752,1307.887193,247.178936,106.693463,539.57335,58.117596,325.535513,399.051566,87.884954,503.593005,501.255239,3253.249893,160.653213,35.521381,34.483668,477.034644,307.680372,686.238641,25.492805,588.895612,57.623374,697.371337,370.153733,480.073013,299.779561,518.25406,25.647808,1320.262064,635.736979,346.951757,633.848796,2580.267422,850.120403,234.942954,109.670103
hsa-mir-145,28.395741,143.097177,350.372661,21.99096,554.115694,551.107129,135.772919,217.758016,137.57226,382.139492,300.992674,168.893778,424.959182,869.448638,38.673038,184.191883,315.652251,265.198673,148.702924,146.593922,226.710635,705.306707,30.075477,74.977479,128.952879,102.665368,225.598295,10.929519,48.911821,100.451976,574.624538,78.447194,531.229249,949.018715,98.869469,589.394727,40.125096,330.240754,2435.016407,810.749426,54.998894,466.541415,325.437738,257.845671,174.746336,491.95246,453.026015,902.543308,27.013755,402.879244,158.996994,36.914376,549.710236,27.259122,929.212356,344.108137,17.168623,722.306746,56.298698,152.486444,350.359415,50.117512,150.949072,106.740674,256.478075,521.107621,613.541673,161.003756,259.128566,518.776722,495.591483,553.794105,121.337135
hsa-mir-1468,1.831983,1.978302,10.407109,6.766449,1.259354,1.611424,0,1.199769,1.822149,0,3.762408,3.882616,3.946989,12.692681,2.119071,5.060217,7.456352,1.052376,8.579015,3.186824,9.698851,1.261729,3.609057,6.61566,8.281378,3.640616,2.452155,5.724986,0.543465,4.064531,4.288243,2.241348,0,5.296849,6.690415,1.666134,11.801499,5.961024,5.124552,0.703165,24.654676,1.939881,12.098057,2.455673,31.47313,2.111384,0,3.270084,12.006114,5.595545,0,9.750967,8.789955,3.63455,10.579268,3.955266,2.081045,12.128285,8.610389,16.265221,4.948579,13.188819,2.648229,12.640343,8.01494,12.889588,4.756137,3.401488,2.540476,4.084856,14.980095,6.712656,6.222417
hsa-mir-1469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-146a,1907.09463,849.350985,2018.979097,566.690124,381.584217,787.986509,318.569629,627.479022,2971.925237,481.681346,2231.860677,757.757142,2320.82971,3174.756796,1499.242432,1432.041291,1493.755926,1851.128831,1494.893341,3193.198042,3862.567286,207.554478,2574.460867,3745.56613,4585.517054,719.385697,1029.905261,2816.172774,4197.177679,5156.728308,2881.699173,995.158687,265.614624,15454.43872,3374.19938,756.424611,6961.704136,7981.811722,2020.781768,1035.059112,2332.079527,456.842009,3957.274501,370.806631,12425.77978,424.388174,324.337332,2205.671961,1391.508556,1058.677124,336.212393,428.346062,543.624883,931.353352,1596.587833,1908.415817,393.317556,3364.92527,3878.649149,1760.71014,2619.777888,609.32344,1509.490724,3414.297071,2694.622777,5761.645743,2232.213633,9365.429772,2929.168985,2197.652569,20977.12664,18644.40153,4818.484313
hsa-mir-146b,2393.4862,1917.634056,6983.169971,1158.754432,2203.239562,2159.308634,1663.052679,509.301807,1768.395734,584.597501,5570.621911,1230.789142,3725.957901,2306.894744,655.852343,3091.792329,7530.915901,1826.92419,3355.109733,13544.00367,9224.819359,1203.689801,8196.169106,15252.40397,3275.876347,3107.629712,1796.203818,3166.437841,6612.878156,4747.371991,9651.762521,1757.964258,1267.138002,5474.293069,15668.95231,828.901418,6552.192128,8585.067395,4488.253672,2117.933454,884.407498,2632.418712,7752.435036,2943.533435,4633.596392,527.845987,435.239774,6811.585909,1941.388555,4369.001576,533.302417,4364.254347,6364.603259,2293.400839,2402.375398,357.951568,986.935718,2533.463959,1838.649255,6835.458994,1523.172712,5468.084377,2312.963506,3740.137021,4448.291616,9608.267013,9087.392432,2005.743979,8632.53791,12781.51467,1757.664503,3106.840868,2201.957884
hsa-mir-147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-1470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-1471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-147b,0.915992,0,1.734518,0,1.259354,0,1.324614,0.599884,0,0,0,0,0,1.586585,0,0,0,4.209503,1.429836,0,0,0.630865,1.203019,1.10261,0,0,0,0,0,0,1.072061,0,0,0,0,2.082667,0,0,0.854092,0.703165,0,0.969941,0,0.818558,0,2.111384,1.046249,0,0,0,1.656219,0.696498,0,0,0,0,1.040523,0,0.662338,0,0.989716,0,0.529646,0,0,0,0,0,2.540476,0,1.248341,0,0
hsa-mir-148a,5844.026773,5710.038959,4898.279185,14882.8051,13460.60363,31778.89969,26114.09959,44456.82872,9853.271441,26084.18373,12326.40248,13427.37891,3846.998907,24582.54963,12576.1541,14672.60399,7571.925839,63180.42665,12351.63666,17651.82031,15015.03322,41892.56879,45912.02081,22524.11684,2250.168585,20658.31073,7335.622829,32423.19931,748.894321,9720.615765,5114.801621,8530.571992,37289.16839,39495.06908,4416.417387,16764.21878,3184.044374,24698.90866,92196.67348,68848.30688,2900.401429,15801.30185,35487.23111,50720.28984,27181.98046,34709.04074,43073.04391,44026.78199,63373.06957,23092.81443,26671.74574,37818.43003,9301.124235,2058.972386,75724.63577,3698.173656,8907.914267,33735.49828,10119.19428,6258.04366,31930.21316,5245.193335,58522.16091,19533.54326,6955.3648,60258.82292,51269.5715,8119.351404,42955.64075,26377.27731,10442.3747,11341.032,18931.70431
hsa-mir-148b,751.113159,718.783054,272.319346,236.825723,464.701571,659.072561,627.866961,478.707705,773.502307,586.284651,611.015128,496.974795,259.185631,1136.788228,468.844365,544.479304,398.914852,822.957786,666.303488,516.265552,1197.80806,575.979449,731.435611,593.204174,1239.840524,565.751707,346.979987,269.074353,1126.60227,767.615677,780.460193,605.911183,418.733643,1270.360865,399.194771,725.601141,749.395173,1123.057004,904.483471,956.304614,465.910168,296.801815,1143.266403,336.427209,611.142428,234.363618,367.233559,645.841679,330.168122,602.080647,301.431801,401.182653,248.147179,349.825405,565.990828,154.255372,290.826076,663.012909,513.973999,337.503329,594.819233,325.76383,533.883035,1418.527372,349.451377,843.347315,699.152139,817.490904,1658.930917,1215.925492,870.093863,633.227199,538.239087
hsa-mir-149,4.579958,16.48585,0,5.074837,2.518708,38.674184,11.921525,2.399537,4.555373,3.3743,3.009927,1.941308,1.315663,0,4.238141,2.024087,3.728176,0,0.714918,1.593412,1.212356,5.046917,2.406038,2.20522,0,3.640616,6.130388,6.765893,5.978111,0.580647,3.216182,5.976929,12.499512,0,4.460277,17.494402,1.18015,1.192205,5.124552,3.515826,0,5.819643,0,3.274231,2.818489,4.222768,8.369996,3.270084,1.800917,4.476436,4.968656,1.392995,6.761504,0,8.816057,0,0.520261,1.347587,0.662338,0,5.938295,2.637764,3.707521,4.213448,3.205976,3.682739,1.585379,0,1.270238,1.361619,0,6.712656,2.333406
hsa-mir-150,1730.30824,1840.480279,699.010804,2709.96292,1390.326651,2023.948989,764.964494,1132.581638,5476.469222,776.932609,1586.983873,1542.692594,1031.479871,5012.022349,1007.088291,1636.474041,1463.930517,3376.021199,10132.53148,5535.513971,18419.32981,3243.906163,2531.15218,451.51879,1515.492091,3170.248305,1256.729634,529.821453,549.442786,1801.748445,3952.687817,1591.357361,484.35608,11949.69053,1194.610796,503.588852,2100.666785,13921.37647,4437.862242,2773.986546,2197.427063,1283.231376,6813.6258,1114.875567,11475.0094,1317.503584,1089.145685,3588.917684,3667.267373,4833.431815,3999.768129,2689.873969,2398.305297,1675.527396,2544.313908,2988.203419,530.146282,3426.914281,646.441525,7793.073862,15030.8148,2526.977729,2666.2373,20553.19759,886.452347,15940.73736,4109.30237,1281.227075,3397.886832,2365.131669,1984.862614,2485.920204,2032.397015
hsa-mir-151,4723.768976,642.948145,43.362953,290.957317,158.048908,897.563365,168.225958,51.590053,3329.066467,156.904957,115.129698,84.77044,123.672331,187.217042,82.113985,320.817731,86.990778,164.170607,887.928039,119.505915,885.020125,281.365645,49.323783,15.987845,107.657908,1091.45664,201.076741,19.256772,1535.287705,35.419483,90.053099,109.078955,201.554627,3035.977079,45.346147,169.112551,220.688027,1326.92404,2245.407974,200.40207,31.60856,63.046137,335.116184,383.903554,221.251409,306.150673,266.793612,2856.418767,93.647685,647.964117,269.963646,108.653635,61.529682,64.513257,1297.723518,104.814547,592.57764,1207.438142,51.662335,201.282106,689.831956,138.4826,61.968567,436.794072,97.782266,1476.778487,1066.960067,72.565073,1450.611874,223.305466,166.029388,93.977181,47.445931
hsa-mir-152,228.997914,71.878305,12.141627,231.750886,42.188354,209.485166,208.62668,607.082954,195.881032,374.547317,139.961593,97.06539,23.681936,76.949378,144.096799,232.769963,90.718954,97.870939,87.219985,62.143076,111.536783,347.606436,127.520024,30.321775,33.12551,150.721497,40.460564,93.16114,7.065041,234.000845,22.513275,64.999103,115.620484,195.9834,11.894071,115.796279,67.268543,152.602226,446.690137,490.80928,18.965136,91.174414,83.476594,205.457979,51.202555,289.259601,502.199739,68.671773,117.659912,55.955451,687.330755,20.89493,16.227608,179.910208,151.636172,37.575026,129.024807,84.897994,211.948041,12.198916,391.927482,13.188819,284.949477,266.851684,25.647808,143.626835,115.732667,26.078073,120.672616,44.933417,61.168722,51.463695,31.889888
hsa-mir-153-1,4.579958,6.59434,0,0,0.629677,1.611424,0,2.399537,0,0,0.752482,1.294205,1.315663,0,0.529768,0,0,50.514033,2.144754,0,0,1.261729,1.203019,1.10261,2.366108,0.728123,0,1.56136,7.608505,1.161295,30.0177,0,4.687317,3.531232,0.743379,3.332267,0,7.153229,0.854092,3.515826,0.632171,1.939881,1.209806,0,0.469748,2.111384,2.092499,9.810253,1.200611,12.310199,6.624875,1.392995,0,2.725912,3.526423,0,0,10.780698,0.662338,0,0,0,2.118583,1.404483,0,0,1.585379,4.535317,34.296428,2.723237,3.745024,33.563279,0.777802
hsa-mir-153-2,100.759082,14.507548,5.203554,6.766449,17.630954,9.668546,1.986921,59.988434,15.488268,3.3743,15.049634,6.471026,27.628925,26.178654,18.541868,15.18065,4.970902,479.883313,42.895074,6.373649,19.397701,13.879023,12.030191,13.782625,23.661079,10.193724,3.678233,84.313434,144.561603,15.677476,288.384329,4.482697,18.749268,73.273073,1.486759,16.244802,3.54045,42.919376,9.395012,16.172799,5.05737,54.316672,42.3432,13.915481,15.971439,90.78951,16.739991,189.664898,47.424148,100.719811,13.249749,38.307371,7.437654,22.715935,13.224085,0,2.601307,45.817965,8.610389,2.033153,9.897159,0,33.897336,11.23586,3.205976,0,6.341516,41.951683,622.416653,17.701043,13.731754,429.609972,10.111428
hsa-mir-1537,12.823883,6.59434,1.734518,3.383225,6.926446,6.445697,7.285376,13.79734,11.843969,7.592175,6.772335,1.294205,1.315663,5.553048,3.708374,5.060217,6.213627,7.36663,7.149179,4.780237,2.424713,6.939511,2.406038,3.30783,2.366108,10.193724,4.904311,1.56136,3.260788,0.580647,12.864728,11.953858,9.374634,10.593697,1.486759,19.993602,2.3603,5.961024,1.708184,27.423441,0,9.699406,2.419611,5.729904,1.409245,8.445536,7.323746,4.905127,4.20214,1.119109,9.937312,2.089493,7.437654,2.725912,4.408028,0,10.405226,4.042762,3.311688,2.033153,0.989716,6.59441,9.533626,1.404483,0,0,3.170758,1.133829,15.242857,2.723237,6.241706,7.831432,3.111209
hsa-mir-1538,0,1.318868,0,1.691612,0.629677,0,1.324614,2.399537,5.466447,0,2.257445,0.647103,2.631326,0,0.529768,0,4.970902,3.157127,0.714918,0,0,0.630865,0,0,1.183054,1.456246,1.226078,0.520453,0,0,2.144121,2.241348,1.562439,0,0.743379,0.416533,1.18015,0,0,0,0.632171,0.969941,1.209806,1.637115,0.469748,2.111384,1.046249,1.635042,0,1.119109,1.656219,2.785991,0.67615,0,0,0,0,0,0,0,1.979432,0,0.529646,2.808965,1.602988,0,0,0,1.270238,0,0,0,0
hsa-mir-1539,0,0,0,0,0,0,0,0,0,0,0,0,1.315663,0,0,0,0,0,0,0,0,0,0,0,1.183054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.662338,0,0,1.318882,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-154,0,0.659434,0,0,0,0,0,0,0,3.3743,2.257445,0,0,6.34634,0,2.024087,0,1.052376,2.144754,4.780237,2.424713,0.630865,0,3.30783,0,0,0,0,0,0,0,0,0,3.531232,0.743379,0,1.18015,4.76882,8.54092,7.031652,0,0,1.209806,1.637115,0.469748,0,0,1.635042,0,2.238218,1.656219,0,0,0,21.158536,0,0.520261,4.042762,0,0,1.979432,0,0.529646,5.61793,3.205976,42.351503,1.585379,4.535317,0,1.361619,2.496683,2.237552,0
hsa-mir-155,4900.555366,21847.70768,18918.38919,1908.138685,3460.074705,3770.732989,10424.71094,2167.982013,3032.056159,3491.557079,5148.479686,1264.438477,2324.776699,4685.185817,1258.198154,4234.389232,4358.237965,4488.382299,2862.531296,11631.90904,3388.535958,1634.570375,19629.6626,12715.84969,3988.074816,4283.548639,3787.353989,4347.346365,3122.748018,7656.414759,23552.10161,3829.717291,14979.10238,6379.171379,11773.64393,3535.118762,7822.033398,4820.08436,3201.991059,7540.743147,2137.3708,2667.336572,2890.225859,6815.311285,4874.577227,1957.252921,6034.766869,15974.36254,2275.158511,3413.282481,2169.64648,3494.328768,12825.21987,1494.70855,5901.468226,2434.466187,2750.621582,10897.93779,10576.20724,9710.336751,2592.065844,8431.612017,3865.355546,5153.046463,5204.901937,18734.09517,10316.06116,5950.33601,8452.164105,5884.915988,5864.70727,11515.56106,3835.342396
hsa-mir-15a,1241.168695,1882.024621,940.108824,488.875957,1342.471205,1434.167675,1300.108486,1197.969032,1258.193977,1443.356889,1224.287701,1030.187336,644.674919,1170.899808,795.711001,1334.885133,928.315871,1368.088391,1115.271933,1134.509484,1132.340818,1474.330747,1159.710409,1083.865618,1523.773469,1468.624444,1218.721225,565.212277,908.129471,2295.298615,1741.026584,1127.398243,1123.393617,1809.756619,1363.357934,2205.960759,945.300053,1421.108226,752.455088,2516.628098,999.462654,990.309324,927.920985,833.291723,915.069523,861.444651,1124.718167,1664.472985,617.71454,1079.940195,844.67153,663.065774,789.743611,496.116029,545.713898,278.846249,701.312255,1119.844974,1326.662269,904.752901,729.420591,725.385048,922.643102,1398.864616,533.794994,629.748432,746.713509,1323.178758,1177.510689,1650.281855,1465.552647,1548.385942,807.358631
hsa-mir-15b,5970.433621,4619.335132,12238.75989,1160.446044,6741.95084,3482.288029,3419.490633,5989.245274,3756.360439,2685.942919,2712.696473,1907.658459,11426.53403,2866.165993,1479.111262,2098.977836,7110.874717,3024.52772,5865.901419,4498.202631,4782.745745,1857.265605,5231.930052,5918.259111,3629.609474,3598.384732,2094.140697,4213.069415,1967.342121,6176.344895,5076.207435,3044.498237,2534.276005,3659.239602,5594.673835,3835.439326,2746.208769,3435.934486,1621.066693,5820.098007,2808.736606,5255.138018,7247.946052,4628.125151,3634.911687,3228.306058,4285.437777,9265.784289,3200.829863,7127.605286,3771.209951,3725.565991,5138.066521,1508.338111,1974.796658,1926.214514,709.116175,4472.641958,8876.64889,5351.257607,1851.758379,2098.34111,2253.643169,4617.938613,3627.561775,4376.93574,4697.477979,3521.673713,3091.759458,8018.572479,2747.599128,3511.837769,2801.64334
hsa-mir-16-1,8811.839742,9950.858979,14781.56346,5966.316616,7239.395611,13684.21562,8510.643935,8472.766451,10785.30072,6908.03598,10176.5623,5878.927104,11573.8883,12543.54185,6436.147106,10432.1425,8169.676755,7336.110904,8130.761345,12199.16378,12350.27399,8355.171766,14552.92201,9546.948582,8209.211258,9208.573796,8279.702652,7110.953356,8353.052043,18223.03358,11180.52109,11316.56805,8144.994336,15459.73556,11398.2373,12298.14793,8952.616982,18170.39469,6403.982119,16289.52404,6142.175301,8034.017756,9136.452777,8181.484061,9200.01879,10440.79363,7386.521168,12686.29262,5521.011299,10604.67698,8907.144099,6510.86014,6618.835791,6464.955218,5436.862048,6540.032235,3044.569226,13595.80739,14462.14211,8756.788188,5726.49598,5684.381009,15507.50137,16009.69655,7736.019941,8610.244644,13721.45525,10094.48199,11749.70213,16464.69323,7868.295003,10679.83541,8385.484967
hsa-mir-16-2,105.339041,120.016987,369.452361,50.748369,135.380539,162.75386,117.890632,187.763799,144.860856,95.323979,61.703498,82.829133,231.556706,103.921324,31.256291,89.059812,159.068851,36.833149,118.676372,239.011829,147.907473,63.717332,299.551755,237.061147,110.024016,131.062172,133.642468,203.497238,66.30269,229.936315,203.691534,147.928994,135.93219,91.812043,417.035878,167.029884,141.617985,219.365699,63.202811,147.664683,74.596201,204.657461,129.449212,144.066153,142.333709,116.126117,102.532447,204.380278,100.251048,247.323091,94.404465,149.0505,173.09449,40.888684,93.450199,49.440824,38.499337,122.630436,266.922064,365.967465,82.146417,135.844836,297.660978,146.066185,94.57629,138.102726,158.5379,69.163585,115.591664,281.855069,129.827492,126.421685,56.001755
hsa-mir-17,5830.286898,9774.130668,9246.716124,2789.468698,6463.633639,11126.88517,8600.055369,8541.153266,6095.999927,12293.41902,7004.09952,4602.193678,6461.221488,7118.214076,7584.15359,5109.8067,10392.91249,10317.49122,4972.254036,9139.81236,8945.977402,3498.775492,10729.72732,8856.163424,10403.77631,7780.72425,9147.765657,3690.013854,8886.734353,8576.160017,10025.91171,7344.151575,11669.85665,5398.371572,8564.474788,8721.79236,6391.691745,8562.415502,7306.757405,7092.826942,8201.156873,9792.520012,9840.559705,7167.29109,3787.579857,4820.289555,10498.06705,8803.067339,4693.790078,8007.224968,3232.938877,8881.041682,7992.773305,3525.513176,4859.410347,3075.21927,1417.191827,6052.014171,5486.142572,4670.15149,1274.754031,7658.74722,6944.716624,6740.111741,5671.371436,6371.139108,7662.13671,11763.47868,8137.145064,15399.90741,11243.80979,13618.85988,7412.454479
hsa-mir-181a-1,29583.78255,11412.82415,25920.63886,16828.15926,16414.41809,7506.014641,6726.389089,15223.86484,28658.76158,8143.87341,10899.6972,9275.568641,37531.92128,82143.85726,26869.8149,10997.87471,16256.09091,6398.444168,60283.30767,18303.5259,14086.36827,2008.673128,29374.11729,24008.78119,66821.25238,11709.6769,20642.24402,46545.69944,19968.52253,44562.9352,10531.92436,12618.04435,6540.369517,18169.07364,15014.77838,4180.328961,43611.25863,39039.94125,11309.8868,1951.986477,118730.6002,14819.722,29906.39733,10281.90308,145302.9876,6023.778406,5266.819768,12120.56801,33050.42928,3196.175333,9438.790298,32004.76404,16210.70468,37012.43652,7543.017948,77246.34385,4213.076144,27992.08158,61017.85397,22777.40842,2791.988448,12996.26229,26213.23331,70672.15726,48084.83012,22484.96522,20462.48676,104739.7465,43823.21335,4655.374309,121376.2213,97067.24067,48135.84159
hsa-mir-181a-2,4625.757869,2014.570854,1106.622564,592.064308,792.133572,475.370184,319.231936,1398.330402,3977.751559,149.312782,237.031731,175.364804,1166.99317,6313.022135,927.623144,231.757919,336.778582,1862.704963,3124.906167,1355.993779,1808.835653,222.064366,4291.169118,2003.442348,6187.372082,420.855195,839.863219,4561.252669,2204.836183,5156.147661,825.486742,626.083318,643.724854,1464.578649,664.581239,242.838958,2144.33233,2745.647856,4386.616719,2409.746994,10389.10137,529.587552,5719.961431,1168.900374,10215.61443,690.422551,335.846076,1989.846388,2794.42292,2089.376522,414.054672,3604.375398,334.694424,1587.389566,3462.06539,4801.692854,149.835259,3866.227713,7545.350257,1089.769786,810.577291,714.833992,3649.789678,5622.143634,3193.152035,3262.907081,3820.763392,5105.633204,4724.015375,1977.070341,5091.984026,2176.019261,4089.683699
hsa-mir-181b-1,5949.365813,2008.635948,3699.72716,2422.388827,2813.396503,820.214996,1304.744634,2991.023331,4382.268667,1776.569028,1541.834972,1391.270586,4052.24235,10444.48975,3266.017525,1225.584455,3294.465025,1184.975022,7133.450866,3295.176423,2510.789971,329.311361,6040.358885,4879.049197,11054.45597,2157.428968,3462.443401,6874.147107,2683.085097,4563.306809,1974.735817,1828.94029,1023.397524,2049.880424,2343.132066,655.623534,6378.710096,2891.096852,1849.109267,321.346477,20644.18245,3786.647992,5493.727762,1782.00008,19213.64149,979.682152,1356.985546,2024.182275,4299.989555,606.557084,1695.967936,6049.08219,2480.119489,4356.916412,804.024353,6409.508459,602.462605,2855.537303,11908.83055,3773.5312,351.349131,1838.521375,3764.722831,5504.1671,4635.841208,3161.631748,3495.760697,14599.18568,7569.348647,995.343264,14504.47718,8110.007004,6453.42443
hsa-mir-181b-2,35.723675,20.442454,15.610663,3.383225,13.852892,0,3.311535,11.997687,40.087281,7.592175,3.762408,5.176821,19.734947,64.256697,12.184656,3.03613,12.427254,7.36663,35.030977,14.34071,12.123563,0,52.93284,30.87308,62.701859,8.009355,20.843321,43.197623,10.325829,36.580777,6.432364,2.988465,3.124878,15.007738,7.433795,1.2496,12.981649,16.690868,24.768669,6.328486,118.848184,8.729465,37.503977,11.459808,186.95979,10.55692,5.231247,21.255549,21.611004,17.905744,8.281093,34.128385,11.494556,9.086374,13.224085,23.731596,1.040523,16.171047,52.324673,14.232068,3.958863,6.59441,21.715481,21.067238,9.617928,20.255067,14.268411,70.297415,22.864285,17.701043,56.175357,29.088175,17.889449
hsa-mir-181c,511.123345,114.082081,437.098567,175.92768,107.045077,95.074037,61.594544,326.936967,286.077414,36.273727,130.931813,49.179797,447.325454,1361.290021,254.288469,116.384981,372.817619,196.794253,649.145459,256.539364,287.328452,37.851881,608.727663,520.983219,774.900328,174.749562,112.799148,416.883088,503.791753,720.583249,269.087237,67.240452,132.807312,189.803743,115.967196,54.149339,421.313507,598.486854,80.284652,213.059043,1869.330215,161.980075,1069.468254,206.276537,1197.857948,187.913171,52.312473,235.44608,465.837204,378.258845,313.025332,557.894627,279.250095,1102.177186,820.774861,1487.179994,35.898031,512.083141,1510.129792,343.602787,19.794317,167.498002,656.231231,952.239167,646.004152,1125.076877,218.782302,1410.483612,834.546411,217.858991,1130.997187,437.441404,638.575564
